year,text
2018,id need to see an example triggering the issue and poke at it locally probably
2018,ok makes sense understanding this issue is not my highest priority at the moment since this works i need to move on to other things and come back to this later thank you though
2018,hey all im trying to make a proj plot in yt 3x and change the label on the colorbarcodesnippetplot pxplotsdepositparttype0_smoothed_densityplotcaxyaxisset_label_textn_h g cm2pxsaveprojxpngcodesnippetand getcodesnippettraceback most recent call last file projection_octreepy line 20 in ltmodulegt plot pxplotsdepositparttype0_smoothed_densitycodesnippeti looked around the docs and didnt see how to do this but maybe i missed it
2018,do you get more to that error
2018,pxplots is a dict but youre accessing it like a function
2018,is that the problem
2018,the entire traceback iscodesnippetdesikanarayananlogin4 attenuation_laws more projehomedesikanarayananminiconda3envsmypy2envlibpython27sitepackagesh5py__init__py36 futurewarning conversion of the second argument of issubdtype from codesnippet to codesnippet is deprecated in future it will be treated as codesnippet from _conv import register_converters as _register_convertersyt info 20180911 085522342 calculating time from 9756e01 to be 4263e17 secondsyt info 20180911 085522343 assuming length units are in kpch comovingyt info 20180911 085522358 parameters current_time 4263438511011124e17 syt info 20180911 085522358 parameters domain_dimensions 4 4 4yt info 20180911 085522359 parameters domain_left_edge 0 0 0yt info 20180911 085522359 parameters domain_right_edge 50000 50000 50000yt info 20180911 085522359 parameters cosmological_simulation 1yt info 20180911 085522359 parameters current_redshift 002499995903287333yt info 20180911 085522359 parameters omega_lambda 07yt info 20180911 085522359 parameters omega_matter 03yt info 20180911 085522359 parameters hubble_constant 068yt info 20180911 085522362 allocating for 1551e08 particles index particle type allyt info 20180911 085545393 identified 2181e07 octsyt info 20180911 130357411 max value is 520419e20 at 280731499195098876953 222617685794830322266 285307705402374267578yt info 20180911 171435282 projection completedyt info 20180911 171435299 xlim 22181340925 22320740919yt info 20180911 171435299 ylim 28461739948 28601139942yt info 20180911 171435300 xlim 22181340925 22320740919yt info 20180911 171435300 ylim 28461739948 28601139942yt info 20180911 171435307 making a fixed resolution buffer of deposit parttype0_smoothed_density 800 by 800traceback most recent call last file projection_octreepy line 20 in ltmodulegt plot pxplotsdepositparttype0_smoothed_densitytypeerror plotdictionary object is not callablecodesnippet
2018,ah sorry i didnt realize i hadnt pasted the full traceback before posted before i had my coffee
2018,ah so should it becodesnippetpxplotsdepositparttype0_smoothed_densitycodesnippet
2018,removing one set of codeblock
2018,yup
2018,thats what the error message at the bottom says
2018,is there a way to control the minmax of the color scale in a projectionplot i have a series of plots and i want the colors to always correspond to the same values instead of shifting around slightly between plots
2018,the codesnippet callback does the job heres an example hyperlink need to scroll down to the last one in this section
2018,hey im trying to make phase plots using a yt covering grid but it fails with error codesnippet i assume i have to do it by hand
2018,is this with yt40
2018,no thats 35amr dataset
2018,as the error message says thats not implemented why not use a region data object with the same bounds as the covering grid
2018,in principle it could work in a manner analogous to the cut region selector but it would need to be wired up
2018,probably simpler actually because you could just use the selector of the region that covers the same volume
2018,the issue is that i need the velocity divergence which is not implemented for amr
2018,ah i see
2018,it would work if you used codesnippet i think
2018,on the covering grid
2018,and reloaded the data as a dataset
2018,ok
2018,i actually got around the issue using meshonparticle deposition similar to hyperlink
2018,btw i havent forgotten about your pr
2018,ive been focussing on getting 35 out the dor
2018,im trying to save a vr image demesh ytcodesnippetsc ytcreate_sceneds2sccamerazoom2scsavedpi300codesnippetbut the code doesnt like the dpi300 is there an obvious way to increase the resolution
2018,im trying to make an image for a lorentz workshop poster
